locale	width	month_1	month_2	month_3	month_4	month_5	month_6	month_7	month_8	month_9	month_10	month_11	month_12
mn-Mong-MN	wide	ᠨᠢᠭᠡᠳᠥᠭᠡᠷ ᠰᠠᠷ᠎ᠠ	ᠬᠣᠶᠠᠳᠣᠭᠠᠷ ᠰᠠᠷ ᠠ	ᠭᠣᠷᠪᠡᠳᠣᠭᠠᠷ ᠰᠠᠷ ᠠ	ᠳᠥᠷᠪᠡᠳᠥᠭᠡᠷ ᠰᠠᠷ᠎ᠠ	ᠲᠠᠪᠣᠳᠣᠭᠠᠷ ᠰᠠᠷ ᠠ	ᠵᠢᠷᠭᠣᠭᠠᠳᠣᠭᠠᠷ ᠰᠠᠷ᠎ᠠ	ᠲᠣᠯᠣᠭᠠᠳᠣᠭᠠᠷ ᠰᠠᠷ᠎ᠠ	ᠨᠠᠢᠮᠠᠳᠥᠭᠠᠷ ᠰᠠᠷ᠎ᠠ	ᠶᠢᠰᠥᠳᠥᠭᠡᠷ ᠰᠠᠷ᠎ᠠ	ᠠᠷᠪᠠᠳᠣᠭᠠᠷ ᠰᠠᠷ᠎ᠠ	ᠠᠷᠪᠠᠨ ᠨᠢᠭᠡᠳᠥᠭᠡᠷ ᠰᠠᠷ᠎ᠠ	ᠠᠷᠪᠠᠨ ᠬᠣᠶᠠᠳᠣᠭᠠᠷ ᠰᠠᠷ᠎ᠠ
mn-Mong-MN	abbreviated	1 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	2 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	3᠊ᠷ ᠰᠠᠷ᠎ᠠ	4 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	5 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	6 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	7 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	8᠊ᠷ ᠰᠠᠷ᠎ᠠ	9 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	10 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	11 ᠊ᠷ ᠰᠠᠷ᠎ᠠ	12 ᠊ᠷ ᠰᠠᠷ᠎ᠠ
mni	wide	জনুৱারী	ফেব্রুৱারি	মার্চ	এপ্রিল	মে	জুন	জুলাই	‌ওগষ্ট	সেপ্টেম্বর	ওক্টোবর	নভেম্বর	ডিসেম্বর
mni	abbreviated	জন	ফেব্রুৱারি	মার্চ	এপ্রিল	মে	জুন	জুলাই	ওগ	সেপ্টেম্বর	ওক্টোবর	নভেম্বর	ডিসেম্বর
mni-Beng	wide	জনুৱারী	ফেব্রুৱারি	মার্চ	এপ্রিল	মে	জুন	জুলাই	‌ওগষ্ট	সেপ্টেম্বর	ওক্টোবর	নভেম্বর	ডিসেম্বর
mni-Beng	abbreviated	জন	ফেব্রুৱারি	মার্চ	এপ্রিল	মে	জুন	জুলাই	ওগ	সেপ্টেম্বর	ওক্টোবর	নভেম্বর	ডিসেম্বর
mni-Mtei	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mni-Mtei	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
moh	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
moh	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mr	wide	जानेवारी	फेब्रुवारी	मार्च	एप्रिल	मे	जून	जुलै	ऑगस्ट	सप्टेंबर	ऑक्टोबर	नोव्हेंबर	डिसेंबर
mr	abbreviated	जाने	फेब्रु	मार्च	एप्रि	मे	जून	जुलै	ऑग	सप्टें	ऑक्टो	नोव्हें	डिसें
ms	wide	Januari	Februari	Mac	April	Mei	Jun	Julai	Ogos	September	Oktober	November	Disember
ms	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ogo	Sep	Okt	Nov	Dis
ms-Arab	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ms-Arab	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ms-Arab-BN	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ms-Arab-BN	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ms-BN	wide	Januari	Februari	Mac	April	Mei	Jun	Julai	Ogos	September	Oktober	November	Disember
ms-BN	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ogo	Sep	Okt	Nov	Dis
ms-ID	wide	Januari	Februari	Mac	April	Mei	Jun	Julai	Ogos	September	Oktober	November	Disember
ms-ID	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ogo	Sep	Okt	Nov	Dis
ms-SG	wide	Januari	Februari	Mac	April	Mei	Jun	Julai	Ogos	September	Oktober	November	Disember
ms-SG	abbreviated	Jan	Feb	Mac	Apr	Mei	Jun	Jul	Ogo	Sep	Okt	Nov	Dis
mt	wide	Jannar	Frar	Marzu	April	Mejju	Ġunju	Lulju	Awwissu	Settembru	Ottubru	Novembru	Diċembru
mt	abbreviated	Jan	Fra	Mar	Apr	Mej	Ġun	Lul	Aww	Set	Ott	Nov	Diċ
mua	wide	Fĩi Loo	Cokcwaklaŋne	Cokcwaklii	Fĩi Marfoo	Madǝǝuutǝbijaŋ	Mamǝŋgwãafahbii	Mamǝŋgwãalii	Madǝmbii	Fĩi Dǝɓlii	Fĩi Mundaŋ	Fĩi Gwahlle	Fĩi Yuru
mua	abbreviated	FLO	CLA	CKI	FMF	MAD	MBI	MLI	MAM	FDE	FMU	FGW	FYU
mus	wide	Rvfo Cuse	Hotvle Hvse	Tasahcuce	Tasahce Rakko	Ke Hvse	Kvco Hvse	Hiyuce	Hiyo Rakko	Otowoskuce	Otowoskv Rakko	Ehole	Rvfo Rakko
mus	abbreviated	Rvfo Cuse	Hotvle Hvse	Tasahcuce	Tasahce Rakko	Ke Hvse	Kvco Hvse	Hiyuce	Hiyo Rakko	Otowoskuce	Otowoskv Rakko	Ehole	Rvfo Rakko
my	wide	ဇန်နဝါရီ	ဖေဖော်ဝါရီ	မတ်	ဧပြီ	မေ	ဇွန်	ဇူလိုင်	ဩဂုတ်	စက်တင်ဘာ	အောက်တိုဘာ	နိုဝင်ဘာ	ဒီဇင်ဘာ
my	abbreviated	ဇန်	ဖေ	မတ်	ဧ	မေ	ဇွန်	ဇူ	ဩ	စက်	အောက်	နို	ဒီ
myv	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
myv	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
mzn	wide	ژانویه	فوریه	مارس	آوریل	مه	ژوئن	ژوئیه	اوت	سپتامبر	اکتبر	نوامبر	دسامبر
mzn	abbreviated	ژانویه	فوریه	مارس	آوریل	مه	ژوئن	ژوئیه	اوت	سپتامبر	اکتبر	نوامبر	دسامبر
naq	wide	ǃKhanni	ǃKhanǀgôab	ǀKhuuǁkhâb	ǃHôaǂkhaib	ǃKhaitsâb	Gamaǀaeb	ǂKhoesaob	Aoǁkhuumûǁkhâb	Taraǀkhuumûǁkhâb	ǂNûǁnâiseb	ǀHooǂgaeb	Hôasoreǁkhâb
naq	abbreviated	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
nb-SJ	wide	januar	februar	mars	april	mai	juni	juli	august	september	oktober	november	desember
nb-SJ	abbreviated	jan.	feb.	mars	apr.	mai	juni	juli	aug.	sep.	okt.	nov.	des.
nd	wide	Zibandlela	Nhlolanja	Mbimbitho	Mabasa	Nkwenkwezi	Nhlangula	Ntulikazi	Ncwabakazi	Mpandula	Mfumfu	Lwezi	Mpalakazi
nd	abbreviated	Zib	Nhlo	Mbi	Mab	Nkw	Nhla	Ntu	Ncw	Mpan	Mfu	Lwe	Mpal
nds	wide	Januaar	Februaar	März	April	Mai	Juni	Juli	August	September	Oktover	November	Dezember
nds	abbreviated	Januaar	Februaar	März	April	Mai	Juni	Juli	August	September	Oktover	November	Dezember
nds-NL	wide	Januaar	Februaar	März	April	Mai	Juni	Juli	August	September	Oktover	November	Dezember
nds-NL	abbreviated	Januaar	Februaar	März	April	Mai	Juni	Juli	August	September	Oktover	November	Dezember
ne	wide	जनवरी	फेब्रुअरी	मार्च	अप्रिल	मे	जुन	जुलाई	अगस्ट	सेप्टेम्बर	अक्टोबर	नोभेम्बर	डिसेम्बर
ne	abbreviated	जनवरी	फेब्रुअरी	मार्च	अप्रिल	मे	जुन	जुलाई	अगस्ट	सेप्टेम्बर	अक्टोबर	नोभेम्बर	डिसेम्बर
ne-IN	wide	जनवरी	फेब्रुअरी	मार्च	अप्रिल	मे	जुन	जुलाई	अगस्ट	सेप्टेम्बर	अक्टोबर	नोभेम्बर	डिसेम्बर
ne-IN	abbreviated	जनवरी	फेब्रुअरी	मार्च	अप्रिल	मे	जुन	जुलाई	अगस्ट	सेप्टेम्बर	अक्टोबर	नोभेम्बर	डिसेम्बर
nl-AW	wide	januari	februari	maart	april	mei	juni	juli	augustus	september	oktober	november	december
nl-AW	abbreviated	jan	feb	mrt	apr	mei	jun	jul	aug	sep	okt	nov	dec
nl-BQ	wide	januari	februari	maart	april	mei	juni	juli	augustus	september	oktober	november	december
nl-BQ	abbreviated	jan	feb	mrt	apr	mei	jun	jul	aug	sep	okt	nov	dec
nl-CW	wide	januari	februari	maart	april	mei	juni	juli	augustus	september	oktober	november	december
nl-CW	abbreviated	jan	feb	mrt	apr	mei	jun	jul	aug	sep	okt	nov	dec
nl-SR	wide	januari	februari	maart	april	mei	juni	juli	augustus	september	oktober	november	december
nl-SR	abbreviated	jan	feb	mrt	apr	mei	jun	jul	aug	sep	okt	nov	dec
nl-SX	wide	januari	februari	maart	april	mei	juni	juli	augustus	september	oktober	november	december
nl-SX	abbreviated	jan	feb	mrt	apr	mei	jun	jul	aug	sep	okt	nov	dec
nmg	wide	ngwɛn matáhra	ngwɛn ńmba	ngwɛn ńlal	ngwɛn ńna	ngwɛn ńtan	ngwɛn ńtuó	ngwɛn hɛmbuɛrí	ngwɛn lɔmbi	ngwɛn rɛbvuâ	ngwɛn wum	ngwɛn wum navǔr	krísimin
nmg	abbreviated	ng1	ng2	ng3	ng4	ng5	ng6	ng7	ng8	ng9	ng10	ng11	kris
nnh	wide	saŋ tsetsɛ̀ɛ lùm	saŋ kàg ngwóŋ	saŋ lepyè shúm	saŋ cÿó	saŋ tsɛ̀ɛ cÿó	saŋ njÿoláʼ	saŋ tyɛ̀b tyɛ̀b mbʉ̀ŋ	saŋ mbʉ̀ŋ	saŋ ngwɔ̀ʼ mbÿɛ	saŋ tàŋa tsetsáʼ	saŋ mejwoŋó	saŋ lùm
nnh	abbreviated	saŋ tsetsɛ̀ɛ lùm	saŋ kàg ngwóŋ	saŋ lepyè shúm	saŋ cÿó	saŋ tsɛ̀ɛ cÿó	saŋ njÿoláʼ	saŋ tyɛ̀b tyɛ̀b mbʉ̀ŋ	saŋ mbʉ̀ŋ	saŋ ngwɔ̀ʼ mbÿɛ	saŋ tàŋa tsetsáʼ	saŋ mejwoŋó	saŋ lùm
no	wide	januar	februar	mars	april	mai	juni	juli	august	september	oktober	november	desember
no	abbreviated	jan.	feb.	mars	apr.	mai	juni	juli	aug.	sep.	okt.	nov.	des.
nqo	wide	ߓߌ߲ߠߊߥߎߟߋ߲	ߞߏ߲ߞߏߜߍ	ߕߙߊߓߊ	ߞߏ߲ߞߏߘߌ߬ߓߌ	ߘߓߊ߬ߕߊ	ߥߊ߬ߛߌ߬ߥߙߊ	ߞߊ߬ߙߌߝߐ߭	ߘߓߊ߬ߓߌߟߊ	ߕߎߟߊߝߌ߲	ߞߏ߲ߓߌߕߌ߮	ߣߍߣߍߓߊ	ߞߏߟߌ߲ߞߏߟߌ߲
nqo	abbreviated	ߓߌ߲ߠ	ߞߏ߲ߞ	ߕߙߊ	ߞߏ߲ߘ	ߘߓߊ߬ߕ	ߥߊ߬ߛ	ߞߊ߬ߙ	ߘߓߊ߬ߓ	ߕߎߟߊߝߌ߲	ߞߏ߲ߓ	ߣߍߣ	ߞߏߟ
nr	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
nr	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
nso	wide	Janeware	Febereware	Matšhe	Aporele	Mei	June	Julae	Agosetose	Setemere	Oktobore	Nofemere	Disemere
nso	abbreviated	Phere	Dibo	Hlak	Mora	Mei	June	Mose	Agosetose	Lewe	Dipha	Diba	Manth
nus	wide	Tiop thar pɛt	Pɛt	Duɔ̱ɔ̱ŋ	Guak	Duät	Kornyoot	Pay yie̱tni	Tho̱o̱r	Tɛɛr	Laath	Kur	Tio̱p in di̱i̱t
nus	abbreviated	Tiop	Pɛt	Duɔ̱ɔ̱	Guak	Duä	Kor	Pay	Thoo	Tɛɛ	Laa	Kur	Tid
nv	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
nv	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ny	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ny	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
nyn	wide	Okwokubanza	Okwakabiri	Okwakashatu	Okwakana	Okwakataana	Okwamukaaga	Okwamushanju	Okwamunaana	Okwamwenda	Okwaikumi	Okwaikumi na kumwe	Okwaikumi na ibiri
nyn	abbreviated	KBZ	KBR	KST	KKN	KTN	KMK	KMS	KMN	KMW	KKM	KNK	KNB
oc	wide	de genièr	de febrièr	de març	d’abril	de mai	de junh	de julhet	d’agost	de setembre	d’octòbre	de novembre	de decembre
oc	abbreviated	de genièr	de febrièr	de març	d’abril	de mai	de junh	de julhet	d’agost	de setembre	d’octòbre	de novembre	de decembre
oc-ES	wide	de genièr	de febrièr	de març	d’abril	de mai	de junh	de julhet	d’agost	de setembre	d’octòbre	de novembre	de decembre
oc-ES	abbreviated	de genièr	de febrièr	de març	d’abril	de mai	de junh	de julhet	d’agost	de setembre	d’octòbre	de novembre	de decembre
om	wide	Amajjii	Guraandhala	Bitootessa	Eebila	Caamsaa	Waxabajjii	Adoolessa	Hagayya	Fulbaana	Onkoloolessa	Sadaasa	Mudde
om	abbreviated	Ama	Gur	Bitootessa	Elb	Cam	Wax	Ado	Hag	Ful	Onk	Sadaasa	Mud
om-KE	wide	Amajjii	Guraandhala	Bitootessa	Eebila	Caamsaa	Waxabajjii	Adoolessa	Hagayya	Fulbaana	Onkoloolessa	Sadaasa	Mudde
om-KE	abbreviated	Ama	Gur	Bitootessa	Elb	Cam	Wax	Ado	Hag	Ful	Onk	Sadaasa	Mud
or	wide	ଜାନୁଆରୀ	ଫେବୃଆରୀ	ମାର୍ଚ୍ଚ	ଅପ୍ରେଲ	ମଇ	ଜୁନ	ଜୁଲାଇ	ଅଗଷ୍ଟ	ସେପ୍ଟେମ୍ବର	ଅକ୍ଟୋବର	ନଭେମ୍ବର	ଡିସେମ୍ବର
or	abbreviated	ଜାନୁଆରୀ	ଫେବୃଆରୀ	ମାର୍ଚ୍ଚ	ଅପ୍ରେଲ	ମଇ	ଜୁନ	ଜୁଲାଇ	ଅଗଷ୍ଟ	ସେପ୍ଟେମ୍ବର	ଅକ୍ଟୋବର	ନଭେମ୍ବର	ଡିସେମ୍ବର
os	wide	январы	февралы	мартъийы	апрелы	майы	июны	июлы	августы	сентябры	октябры	ноябры	декабры
os	abbreviated	янв.	фев.	мар.	апр.	майы	июны	июлы	авг.	сен.	окт.	ноя.	дек.
os-RU	wide	январы	февралы	мартъийы	апрелы	майы	июны	июлы	августы	сентябры	октябры	ноябры	декабры
os-RU	abbreviated	янв.	фев.	мар.	апр.	майы	июны	июлы	авг.	сен.	окт.	ноя.	дек.
osa	wide	𐓀𐓣͘𐓪͘𐓬𐓘 𐓄𐓘𐓡𐓛͘𐓧𐓟	𐓀𐓣͘𐓪͘𐓬𐓘 𐓏𐓟𐓵𐓪͘𐓬𐓘	𐓀𐓣͘𐓪͘𐓬𐓘 𐓏𐓟𐓵𐓘𐓜𐓣	𐓀𐓣͘𐓪͘𐓬𐓘 𐓏𐓟𐓰𐓪𐓬𐓘	𐓀𐓣͘𐓪͘𐓬𐓘 𐓏𐓟𐓮𐓘𐓰𐓘	𐓀𐓣͘𐓪͘𐓬𐓘 𐓏𐓟𐓯𐓘𐓬𐓟	𐓀𐓣͘𐓪͘𐓬𐓘 𐓄𐓟𐓵𐓪͘𐓬𐓘	𐓀𐓣͘𐓪͘𐓬𐓘 𐒼𐓣𐓟𐓰𐓪𐓬𐓘	𐓀𐓣͘𐓪͘𐓬𐓘 𐒿𐓟𐓜𐓛𐓲𐓟𐓷𐓣͘𐓤𐓟	𐓀𐓣͘𐓪͘𐓬𐓘 𐒿𐓟𐓜𐓛	𐓀𐓣͘𐓪͘𐓬𐓘 𐒰𐓧𐓣 𐓏𐓣͘𐓸𐓲𐓣	𐓀𐓣͘𐓪͘𐓬𐓘 𐒰𐓧𐓣 𐓍𐓪͘𐓬𐓘
osa	abbreviated	𐓄𐓘𐓡𐓛͘𐓧𐓟	𐓵𐓪͘𐓬𐓘	𐓵𐓘𐓜𐓣	𐓰𐓪𐓬𐓘	𐓮𐓘𐓰𐓘	𐓯𐓘𐓬𐓟	𐓄𐓟𐓵𐓪͘𐓬𐓘	𐒼𐓣𐓟𐓰𐓪𐓬𐓘	𐒿𐓟𐓜𐓛𐓲𐓟𐓷𐓣͘𐓤𐓟	𐒿𐓟𐓜𐓛	𐒰𐓧𐓣 𐓏𐓣͘𐓸𐓲𐓣	𐒰𐓧𐓣 𐓍𐓪͘𐓬𐓘
pa	wide	ਜਨਵਰੀ	ਫ਼ਰਵਰੀ	ਮਾਰਚ	ਅਪ੍ਰੈਲ	ਮਈ	ਜੂਨ	ਜੁਲਾਈ	ਅਗਸਤ	ਸਤੰਬਰ	ਅਕਤੂਬਰ	ਨਵੰਬਰ	ਦਸੰਬਰ
pa	abbreviated	ਜਨ	ਫ਼ਰ	ਮਾਰਚ	ਅਪ੍ਰੈ	ਮਈ	ਜੂਨ	ਜੁਲਾ	ਅਗ	ਸਤੰ	ਅਕਤੂ	ਨਵੰ	ਦਸੰ
pa-Arab	wide	جنوری	فروری	مارچ	اپریل	مئ	جون	جولائی	اگست	ستمبر	اکتوبر	نومبر	دسمبر
pa-Arab	abbreviated	جنوری	فروری	مارچ	اپریل	مئ	جون	جولائی	اگست	ستمبر	اکتوبر	نومبر	دسمبر
pa-Guru	wide	ਜਨਵਰੀ	ਫ਼ਰਵਰੀ	ਮਾਰਚ	ਅਪ੍ਰੈਲ	ਮਈ	ਜੂਨ	ਜੁਲਾਈ	ਅਗਸਤ	ਸਤੰਬਰ	ਅਕਤੂਬਰ	ਨਵੰਬਰ	ਦਸੰਬਰ
pa-Guru	abbreviated	ਜਨ	ਫ਼ਰ	ਮਾਰਚ	ਅਪ੍ਰੈ	ਮਈ	ਜੂਨ	ਜੁਲਾ	ਅਗ	ਸਤੰ	ਅਕਤੂ	ਨਵੰ	ਦਸੰ
pap	wide	Yanüari	Febrüari	Mart	Aprel	Mei	Yüni	Yüli	Ougùstùs	Sèptèmber	Òktober	Novèmber	Desèmber
pap	abbreviated	Yanüari	Febrüari	Mart	Aprel	Mei	Yüni	Yüli	Ougùstùs	Sèptèmber	Òktober	Novèmber	Desèmber
pap-AW	wide	Yanüari	Febrüari	Mart	Aprel	Mei	Yüni	Yüli	Ougùstùs	Sèptèmber	Òktober	Novèmber	Desèmber
pap-AW	abbreviated	Yanüari	Febrüari	Mart	Aprel	Mei	Yüni	Yüli	Ougùstùs	Sèptèmber	Òktober	Novèmber	Desèmber
pcm	wide	Jénúári	Fẹ́búári	Mach	Éprel	Mee	Jun	Julai	Ọgọst	Sẹptẹ́mba	Ọktóba	Nọvẹ́mba	Disẹ́mba
pcm	abbreviated	Jén	Fẹ́b	Mach	Épr	Mee	Jun	Jul	Ọgọ	Sẹp	Ọkt	Nọv	Dis
pis	wide	Januare	Febuare	Mas	Eprel	Mei	Jun	Julae	Ogus	Septemba	Oktoba	Novemba	Disemba
pis	abbreviated	Januare	Febuare	Mas	Eprel	Mei	Jun	Julae	Ogus	Septemba	Oktoba	Novemba	Disemba
prg	wide	rags	wassarins	pūlis	sakkis	zallaws	sīmenis	līpa	daggis	sillins	spallins	lapkrūtis	sallaws
prg	abbreviated	rags	wassarins	pūlis	sakkis	zallaws	sīmenis	līpa	daggis	sillins	spallins	lapkrūtis	sallaws
ps	wide	جنوري	فبروري	مارچ	اپریل	مۍ	جون	جولای	اګست	سېپتمبر	اکتوبر	نومبر	دسمبر
ps	abbreviated	جنوري	فبروري	مارچ	اپریل	مۍ	جون	جولای	اګست	سېپتمبر	اکتوبر	نومبر	دسمبر
ps-PK	wide	جنوري	فبروري	مارچ	اپریل	مۍ	جون	جولای	اګست	سېپتمبر	اکتوبر	نومبر	دسمبر
ps-PK	abbreviated	جنوري	فبروري	مارچ	اپریل	مۍ	جون	جولای	اګست	سېپتمبر	اکتوبر	نومبر	دسمبر
pt-AO	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-AO	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-CH	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-CH	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-CV	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-CV	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-GQ	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-GQ	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-GW	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-GW	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-LU	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-LU	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-MO	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-MO	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-MZ	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-MZ	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-PT	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-PT	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-ST	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-ST	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
pt-TL	wide	janeiro	fevereiro	março	abril	maio	junho	julho	agosto	setembro	outubro	novembro	dezembro
pt-TL	abbreviated	jan.	fev.	mar.	abr.	mai.	jun.	jul.	ago.	set.	out.	nov.	dez.
qu	wide	Enero	Febrero	Marzo	Abril	Mayo	Junio	Julio	Agosto	Setiembre	Octubre	Noviembre	Diciembre
qu	abbreviated	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Set	Oct	Nov	Dic
qu-BO	wide	Enero	Febrero	Marzo	Abril	Mayo	Junio	Julio	Agosto	Setiembre	Octubre	Noviembre	Diciembre
qu-BO	abbreviated	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Set	Oct	Nov	Dic
qu-EC	wide	Enero	Febrero	Marzo	Abril	Mayo	Junio	Julio	Agosto	Setiembre	Octubre	Noviembre	Diciembre
qu-EC	abbreviated	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Set	Oct	Nov	Dic
quc	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
quc	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
raj	wide	जनवरी	फरवरी	मार्च	अप्रैल	मई	जून	जुलाई	अगस्त	सितम्बर	अक्टूबर	नवंबर	दिसंबर
raj	abbreviated	जनवरी	फरवरी	मार्च	अप्रैल	मई	जून	जुलाई	अगस्त	सितम्बर	अक्टूबर	नवंबर	दिसंबर
rhg	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rhg	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rhg-Rohg	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rhg-Rohg	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rhg-Rohg-BD	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rhg-Rohg-BD	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rif	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rif	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
rm	wide	da schaner	da favrer	da mars	d’avrigl	da matg	da zercladur	da fanadur	d’avust	da settember	d’october	da november	da december
rm	abbreviated	schan.	favr.	mars	avr.	matg	zercl.	fan.	avust	sett.	oct.	nov.	dec.
rn	wide	Nzero	Ruhuhuma	Ntwarante	Ndamukiza	Rusama	Ruheshi	Mukakaro	Nyandagaro	Nyakanga	Gitugutu	Munyonyo	Kigarama
rn	abbreviated	Mut.	Gas.	Wer.	Mat.	Gic.	Kam.	Nya.	Kan.	Nze.	Ukw.	Ugu.	Uku.
ro-MD	wide	ianuarie	februarie	martie	aprilie	mai	iunie	iulie	august	septembrie	octombrie	noiembrie	decembrie
ro-MD	abbreviated	ian.	feb.	mar.	apr.	mai	iun.	iul.	aug.	sept.	oct.	nov.	dec.
rof	wide	Mweri wa kwanza	Mweri wa kaili	Mweri wa katatu	Mweri wa kaana	Mweri wa tanu	Mweri wa sita	Mweri wa saba	Mweri wa nane	Mweri wa tisa	Mweri wa ikumi	Mweri wa ikumi na moja	Mweri wa ikumi na mbili
rof	abbreviated	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12
ru-BY	wide	января	февраля	марта	апреля	мая	июня	июля	августа	сентября	октября	ноября	декабря
ru-BY	abbreviated	янв.	февр.	мар.	апр.	мая	июн.	июл.	авг.	сент.	окт.	нояб.	дек.
ru-KG	wide	января	февраля	марта	апреля	мая	июня	июля	августа	сентября	октября	ноября	декабря
ru-KG	abbreviated	янв.	февр.	мар.	апр.	мая	июн.	июл.	авг.	сент.	окт.	нояб.	дек.
ru-KZ	wide	января	февраля	марта	апреля	мая	июня	июля	августа	сентября	октября	ноября	декабря
ru-KZ	abbreviated	янв.	февр.	мар.	апр.	мая	июн.	июл.	авг.	сент.	окт.	нояб.	дек.
ru-MD	wide	января	февраля	марта	апреля	мая	июня	июля	августа	сентября	октября	ноября	декабря
ru-MD	abbreviated	янв.	февр.	мар.	апр.	мая	июн.	июл.	авг.	сент.	окт.	нояб.	дек.
ru-UA	wide	января	февраля	марта	апреля	мая	июня	июля	августа	сентября	октября	ноября	декабря
