locale	length	ldml_pattern	finetype_type	note
sat-Olck	short	h:mm a	datetime.time.hm_12h	12h without seconds
sat-Olck	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sat-Olck	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
sat-Olck	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
sbp	short	HH:mm	datetime.time.hm_24h	24h without seconds
sbp	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sbp	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sbp	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sc	short	HH:mm	datetime.time.hm_24h	24h without seconds
sc	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sc	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sc	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
scn	short	HH:mm	datetime.time.hm_24h	24h without seconds
scn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
scn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
scn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sd	short	h:mm a	datetime.time.hm_12h	12h without seconds
sd	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sd	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
sd	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
sd-Arab	short	h:mm a	datetime.time.hm_12h	12h without seconds
sd-Arab	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sd-Arab	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
sd-Arab	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
sd-Deva	short	h:mm a	datetime.time.hm_12h	12h without seconds
sd-Deva	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sd-Deva	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
sd-Deva	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
sdh	short	HH:mm	datetime.time.hm_24h	24h without seconds
sdh	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sdh	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sdh	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sdh-IQ	short	HH:mm	datetime.time.hm_24h	24h without seconds
sdh-IQ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sdh-IQ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sdh-IQ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
se	short	HH:mm	datetime.time.hm_24h	24h without seconds
se	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
se	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
se	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
se-FI	short	HH:mm	datetime.time.hm_24h	24h without seconds
se-FI	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
se-FI	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
se-FI	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
se-SE	short	HH:mm	datetime.time.hm_24h	24h without seconds
se-SE	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
se-SE	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
se-SE	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
seh	short	HH:mm	datetime.time.hm_24h	24h without seconds
seh	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
seh	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
seh	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ses	short	HH:mm	datetime.time.hm_24h	24h without seconds
ses	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ses	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ses	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sg	short	HH:mm	datetime.time.hm_24h	24h without seconds
sg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
shi	short	HH:mm	datetime.time.hm_24h	24h without seconds
shi	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
shi	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
shi	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
shi-Latn	short	HH:mm	datetime.time.hm_24h	24h without seconds
shi-Latn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
shi-Latn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
shi-Latn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
shi-Tfng	short	HH:mm	datetime.time.hm_24h	24h without seconds
shi-Tfng	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
shi-Tfng	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
shi-Tfng	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
shn	short	HH:mm	datetime.time.hm_24h	24h without seconds
shn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
shn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
shn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
shn-TH	short	HH:mm	datetime.time.hm_24h	24h without seconds
shn-TH	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
shn-TH	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
shn-TH	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
si	short	HH.mm	datetime.time.hm_24h	24h without seconds
si	medium	HH.mm.ss	datetime.time.hms_24h	24h with seconds
si	long	HH.mm.ss z	datetime.time.hms_24h	24h with seconds
si	full	HH.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
sid	short	HH:mm	datetime.time.hm_24h	24h without seconds
sid	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sid	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sid	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
skr	short	HH:mm	datetime.time.hm_24h	24h without seconds
skr	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
skr	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
skr	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sma	short	HH:mm	datetime.time.hm_24h	24h without seconds
sma	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sma	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sma	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sma-NO	short	HH:mm	datetime.time.hm_24h	24h without seconds
sma-NO	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sma-NO	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sma-NO	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
smj	short	HH:mm	datetime.time.hm_24h	24h without seconds
smj	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
smj	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
smj	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
smj-NO	short	HH:mm	datetime.time.hm_24h	24h without seconds
smj-NO	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
smj-NO	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
smj-NO	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
smn	short	H.mm	datetime.time.hm_24h	24h without seconds
smn	medium	H.mm.ss	datetime.time.hms_24h	24h with seconds
smn	long	H.mm.ss z	datetime.time.hms_24h	24h with seconds
smn	full	H.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
sms	short	HH:mm	datetime.time.hm_24h	24h without seconds
sms	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sms	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sms	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sn	short	HH:mm	datetime.time.hm_24h	24h without seconds
sn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
so	short	h:mm a	datetime.time.hm_12h	12h without seconds
so	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
so	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
so	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
so-DJ	short	h:mm a	datetime.time.hm_12h	12h without seconds
so-DJ	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
so-DJ	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
so-DJ	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
so-ET	short	h:mm a	datetime.time.hm_12h	12h without seconds
so-ET	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
so-ET	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
so-ET	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
so-KE	short	HH:mm	datetime.time.hm_24h	24h without seconds
so-KE	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
so-KE	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
so-KE	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sq	short	h:mm a	datetime.time.hm_12h	12h without seconds
sq	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sq	long	h:mm:ss a, z	datetime.time.hms_12h	12h with seconds
sq	full	h:mm:ss a, zzzz	datetime.time.hms_12h	12h with seconds
sq-MK	short	HH:mm	datetime.time.hm_24h	24h without seconds
sq-MK	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sq-MK	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sq-MK	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sq-XK	short	HH:mm	datetime.time.hm_24h	24h without seconds
sq-XK	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sq-XK	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sq-XK	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Cyrl	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Cyrl	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Cyrl	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Cyrl	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Cyrl-BA	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Cyrl-BA	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Cyrl-BA	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Cyrl-BA	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Cyrl-ME	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Cyrl-ME	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Cyrl-ME	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Cyrl-ME	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Cyrl-XK	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Cyrl-XK	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Cyrl-XK	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Cyrl-XK	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Latn-BA	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Latn-BA	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Latn-BA	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Latn-BA	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Latn-ME	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Latn-ME	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Latn-ME	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Latn-ME	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sr-Latn-XK	short	HH:mm	datetime.time.hm_24h	24h without seconds
sr-Latn-XK	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sr-Latn-XK	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sr-Latn-XK	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ss	short	HH:mm	datetime.time.hm_24h	24h without seconds
ss	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ss	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ss	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ss-SZ	short	h:mm a	datetime.time.hm_12h	12h without seconds
ss-SZ	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ss-SZ	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ss-SZ	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ssy	short	HH:mm	datetime.time.hm_24h	24h without seconds
ssy	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ssy	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ssy	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
st	short	HH:mm	datetime.time.hm_24h	24h without seconds
st	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
st	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
st	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
st-LS	short	h:mm a	datetime.time.hm_12h	12h without seconds
st-LS	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
st-LS	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
st-LS	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
su	short	H.mm	datetime.time.hm_24h	24h without seconds
su	medium	H.mm.ss	datetime.time.hms_24h	24h with seconds
su	long	H.mm.ss z	datetime.time.hms_24h	24h with seconds
su	full	H.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
su-Latn	short	H.mm	datetime.time.hm_24h	24h without seconds
su-Latn	medium	H.mm.ss	datetime.time.hms_24h	24h with seconds
su-Latn	long	H.mm.ss z	datetime.time.hms_24h	24h with seconds
su-Latn	full	H.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
sv-AX	short	HH:mm	datetime.time.hm_24h	24h without seconds
sv-AX	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sv-AX	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sv-AX	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sv-FI	short	HH:mm	datetime.time.hm_24h	24h without seconds
sv-FI	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sv-FI	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sv-FI	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sw	short	HH:mm	datetime.time.hm_24h	24h without seconds
sw	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sw	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sw	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sw-CD	short	HH:mm	datetime.time.hm_24h	24h without seconds
sw-CD	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sw-CD	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sw-CD	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sw-KE	short	HH:mm	datetime.time.hm_24h	24h without seconds
sw-KE	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sw-KE	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sw-KE	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sw-UG	short	HH:mm	datetime.time.hm_24h	24h without seconds
sw-UG	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sw-UG	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sw-UG	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
syr	short	h:mm a	datetime.time.hm_12h	12h without seconds
syr	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
syr	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
syr	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
syr-SY	short	h:mm a	datetime.time.hm_12h	12h without seconds
syr-SY	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
syr-SY	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
syr-SY	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
szl	short	HH:mm	datetime.time.hm_24h	24h without seconds
szl	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
szl	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
szl	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ta	short	h:mm a	datetime.time.hm_12h	12h without seconds
ta	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ta	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ta	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ta-LK	short	HH:mm	datetime.time.hm_24h	24h without seconds
ta-LK	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ta-LK	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ta-LK	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ta-MY	short	h:mm a	datetime.time.hm_12h	12h without seconds
ta-MY	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ta-MY	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ta-MY	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ta-SG	short	h:mm a	datetime.time.hm_12h	12h without seconds
ta-SG	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ta-SG	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ta-SG	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
te	short	h:mm a	datetime.time.hm_12h	12h without seconds
te	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
te	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
te	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
teo	short	HH:mm	datetime.time.hm_24h	24h without seconds
teo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
teo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
teo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
teo-KE	short	HH:mm	datetime.time.hm_24h	24h without seconds
teo-KE	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
teo-KE	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
teo-KE	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tg	short	HH:mm	datetime.time.hm_24h	24h without seconds
tg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
th	short	HH:mm	datetime.time.hm_24h	24h without seconds
th	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
th	long	H นาฬิกา mm นาที ss วินาที z	datetime.time.hms_24h	24h with seconds
th	full	H นาฬิกา mm นาที ss วินาที zzzz	datetime.time.hms_24h	24h with seconds
ti	short	h:mm a	datetime.time.hm_12h	12h without seconds
ti	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ti	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ti	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ti-ER	short	h:mm a	datetime.time.hm_12h	12h without seconds
ti-ER	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ti-ER	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ti-ER	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
tig	short	HH:mm	datetime.time.hm_24h	24h without seconds
tig	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tig	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tig	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tk	short	HH:mm	datetime.time.hm_24h	24h without seconds
tk	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tk	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tk	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tn	short	HH:mm	datetime.time.hm_24h	24h without seconds
tn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tn-BW	short	HH:mm	datetime.time.hm_24h	24h without seconds
tn-BW	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tn-BW	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tn-BW	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
to	short	h:mm a	datetime.time.hm_12h	12h without seconds
to	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
to	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
to	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
tok	short	HH:mm	datetime.time.hm_24h	24h without seconds
tok	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tok	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tok	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tpi	short	HH:mm	datetime.time.hm_24h	24h without seconds
tpi	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tpi	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tpi	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tr-CY	short	h:mm a	datetime.time.hm_12h	12h without seconds
tr-CY	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
tr-CY	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
tr-CY	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
trv	short	HH:mm	datetime.time.hm_24h	24h without seconds
trv	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
trv	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
trv	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
trw	short	HH:mm	datetime.time.hm_24h	24h without seconds
trw	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
trw	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
trw	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ts	short	HH:mm	datetime.time.hm_24h	24h without seconds
ts	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ts	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ts	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tt	short	H:mm	datetime.time.hm_24h	24h without seconds
tt	medium	H:mm:ss	datetime.time.hms_24h	24h with seconds
tt	long	H:mm:ss z	datetime.time.hms_24h	24h with seconds
tt	full	H:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
twq	short	HH:mm	datetime.time.hm_24h	24h without seconds
twq	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
twq	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
twq	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tyv	short	HH:mm	datetime.time.hm_24h	24h without seconds
tyv	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tyv	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tyv	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
tzm	short	HH:mm	datetime.time.hm_24h	24h without seconds
tzm	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
tzm	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
tzm	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ug	short	HH:mm	datetime.time.hm_24h	24h without seconds
ug	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ug	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ug	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
und	short	HH:mm	datetime.time.hm_24h	24h without seconds
und	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
und	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
und	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ur	short	h:mm a	datetime.time.hm_12h	12h without seconds
ur	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ur	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ur	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ur-IN	short	h:mm a	datetime.time.hm_12h	12h without seconds
ur-IN	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ur-IN	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ur-IN	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
uz	short	HH:mm	datetime.time.hm_24h	24h without seconds
uz	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
uz	long	H:mm:ss (z)	datetime.time.hms_24h	24h with seconds
uz	full	H:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
uz-Arab	short	HH:mm	datetime.time.hm_24h	24h without seconds
uz-Arab	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
uz-Arab	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
uz-Arab	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
uz-Cyrl	short	HH:mm	datetime.time.hm_24h	24h without seconds
uz-Cyrl	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
uz-Cyrl	long	HH:mm:ss (z)	datetime.time.hms_24h	24h with seconds
uz-Cyrl	full	HH:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
uz-Latn	short	HH:mm	datetime.time.hm_24h	24h without seconds
uz-Latn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
uz-Latn	long	H:mm:ss (z)	datetime.time.hms_24h	24h with seconds
uz-Latn	full	H:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
vai	short	h:mm a	datetime.time.hm_12h	12h without seconds
vai	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
vai	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
vai	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
vai-Latn	short	h:mm a	datetime.time.hm_12h	12h without seconds
vai-Latn	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
vai-Latn	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
vai-Latn	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
vai-Vaii	short	h:mm a	datetime.time.hm_12h	12h without seconds
vai-Vaii	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
vai-Vaii	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
vai-Vaii	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
